date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/4/2015,0,1,2,1,0.9745869705631307,3.94,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.915229167
1/4/2015,0,2,2,6,0.9745869705631307,11.61,-1.2455752176240742,6975,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.0,0.879714482
1/4/2015,0,1,2,4,0.9745869705631307,3.94,0.23783672500679165,6600,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,20.0,0.861679012
1/4/2015,0,2,2,9,0.9745869705631307,26.16,0.38283158761571207,7080,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850569492
1/4/2015,0,2,2,7,0.9745869705631307,25.9,0.2993503865742989,7020,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850436438
1/4/2015,0,2,2,8,0.9745869705631307,25.9,-0.03442107900967697,6780,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850345133
1/4/2015,0,2,2,4,0.9745869705631307,28.08,-0.36089340237009915,4260,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.5,0.800598058
1/4/2015,0,2,2,1,0.9745869705631307,26.16,-0.04583974538319193,7080,1.0834801753117647,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.800318644
1/4/2015,0,2,2,2,0.9745869705631307,28.08,-0.5789492273626232,6660,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.5,0.800237838
1/4/2015,0,2,2,12,0.9745869705631307,11.61,0.2809841774935212,6975,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.0,0.800030199
1/4/2015,0,1,2,2,0.9745869705631307,3.94,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.792104167
1/4/2015,0,1,2,10,-0.7810256229139316,3.94,0.23783672500679165,4320,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,18.0,0.759228395
1/4/2015,0,2,2,11,-0.07549961875831487,19.31,-1.330353685006928,6480,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,54.0,0.750348457
1/4/2015,0,2,2,3,-0.07549961875831487,19.87,-0.6960601207714873,6600,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.75024303
1/4/2015,0,2,2,10,-0.7810256229139316,28.08,0.2574170876486222,6900,0.8965772252683996,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.699965217
1/4/2015,0,1,2,8,0.9745869705631307,2.9,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.682708333
1/4/2015,0,1,2,7,0.9745869705631307,2.9,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.667604167
1/4/2015,0,2,2,5,-0.7810256229139316,45.67,-0.3479057168861185,6960,0.7145577897630924,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.0,0.603432184
1/4/2015,0,1,2,11,-0.07549961875831487,4.15,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.345833333
1/5/2015,0,1,0,1,0.9745869705631307,3.94,0.23783672500679165,1920,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.961059028
1/5/2015,0,1,0,11,0.9745869705631307,3.94,0.23783672500679165,2400,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,10.0,0.939513889
1/5/2015,0,1,0,4,0.9745869705631307,3.94,0.23783672500679165,3840,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,16.0,0.893663194
1/5/2015,0,1,0,3,-0.07549961875831487,4.15,0.23783672500679165,1920,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.875390625
1/5/2015,0,2,0,9,0.9745869705631307,26.16,0.2993503865742989,7080,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850569492
1/5/2015,0,1,0,9,0.9745869705631307,2.9,0.23783672500679165,1920,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.820833333
1/5/2015,0,1,0,2,0.9745869705631307,3.94,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.804416667
1/5/2015,0,2,0,7,0.9745869705631307,25.9,0.3455172307861138,6780,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.800684366
1/5/2015,0,2,0,8,0.9745869705631307,25.9,-0.019277407553305415,6780,0.8751323933214639,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.800684366
1/5/2015,0,2,0,1,0.9745869705631307,26.16,0.1468191036247044,7080,1.0834801753117647,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.800318644
1/5/2015,0,2,0,11,0.9745869705631307,19.31,-0.8406424503554437,4800,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.800250962
1/5/2015,0,2,0,6,0.9745869705631307,11.61,-0.7517793308788044,7200,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,32.0,0.800246011
1/5/2015,0,2,0,12,0.9745869705631307,11.61,-0.03822146649754238,7200,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,32.0,0.800246011
1/5/2015,0,2,0,2,0.9745869705631307,28.08,-0.6392088002428399,6900,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800076522
1/5/2015,0,2,0,4,0.9745869705631307,28.08,-0.6343303389853359,6900,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800076522
1/5/2015,0,1,0,10,-0.07549961875831487,2.9,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.763375
1/5/2015,0,1,0,5,-1.5568516894049635,2.9,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.759270833
1/5/2015,0,2,0,10,-0.07549961875831487,28.08,0.04775256729257164,7020,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.7504
1/5/2015,0,2,0,3,-0.07549961875831487,19.87,-0.22173602330120787,6600,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.75024303
1/5/2015,0,1,0,7,0.9745869705631307,3.94,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.676666667
1/5/2015,0,1,0,8,0.9745869705631307,2.9,0.23783672500679165,960,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.664583333
1/5/2015,0,2,0,5,-1.5568516894049635,21.98,-0.8728514204331227,6960,0.6620321554402981,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.0,0.600028736
1/6/2015,0,1,4,4,0.9745869705631307,3.94,0.23783672500679165,4440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,18.0,0.966781346
1/6/2015,0,1,4,1,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.936496212
1/6/2015,0,1,4,3,-0.07549961875831487,4.15,0.23783672500679165,1800,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,10.0,0.899166667
1/6/2015,0,1,4,11,0.9745869705631307,4.15,0.23783672500679165,2700,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,15.0,0.888686869
1/6/2015,0,1,4,9,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.858143939
1/6/2015,0,2,4,1,0.9745869705631307,26.16,0.2319233394639747,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850502311
1/6/2015,0,2,4,9,0.9745869705631307,26.16,0.42596051463650514,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850502311
1/6/2015,0,1,4,10,-0.07549961875831487,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.809640152
1/6/2015,0,1,4,2,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.805909091
1/6/2015,0,2,4,2,0.9745869705631307,28.08,-0.7415478246510382,10350,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800594466
1/6/2015,0,2,4,4,0.9745869705631307,28.08,-0.26098281921458455,10350,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800594466
1/6/2015,0,2,4,3,0.9745869705631307,19.87,-0.18311183926139488,9900,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.800273829
1/6/2015,0,2,4,12,0.9745869705631307,11.61,0.08060575696577041,5310,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.5,0.800140969
1/6/2015,0,2,4,7,0.9745869705631307,25.9,-0.04202768188412031,10170,0.8751323933214639,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.800128721
1/6/2015,0,2,4,8,0.9745869705631307,25.9,0.04775256729257164,10170,0.8751323933214639,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.800128721
1/6/2015,0,2,4,6,0.9745869705631307,11.61,-0.29242206974541823,4470,0.8751323933214639,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.5,0.80007657
1/6/2015,0,2,4,10,-0.07549961875831487,28.08,0.26922773945339634,10530,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.750545455
1/6/2015,0,2,4,11,-0.07549961875831487,19.31,-1.0882940090661266,9900,0.9455677019321045,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.750057851
1/6/2015,0,1,4,8,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.681060606
1/6/2015,0,2,4,5,-1.2495473468233032,21.98,-0.5178811564120188,10440,0.8406151769834007,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.0,0.649983281
1/6/2015,0,1,4,7,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.61625
1/7/2015,0,1,5,1,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.951420455
1/7/2015,0,1,5,9,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.880530303
1/7/2015,0,2,5,1,0.9745869705631307,26.16,0.21822184287697294,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850502311
1/7/2015,0,2,5,9,0.9745869705631307,26.16,0.455887332873252,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850502311
1/7/2015,0,2,5,8,0.9745869705631307,25.9,0.14151470287946066,10170,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850136766
1/7/2015,0,1,5,3,-0.07549961875831487,4.15,0.23783672500679165,2700,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,15.0,0.83
1/7/2015,0,1,5,4,0.9745869705631307,3.94,0.23783672500679165,4440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,18.0,0.827186544
1/7/2015,0,1,5,2,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.813371212
1/7/2015,0,1,5,10,-0.07549961875831487,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.805909091
1/7/2015,0,1,5,7,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.804640152
1/7/2015,0,2,5,2,0.9745869705631307,28.08,-0.5932704199899319,10350,1.0834801753117647,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800594466
1/7/2015,0,2,5,4,0.9745869705631307,28.08,-0.12925323041783082,10350,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.5,0.800594466
1/7/2015,0,2,5,6,0.9745869705631307,11.41,-0.13715805868930897,5490,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,30.5,0.800343766
1/7/2015,0,2,5,3,0.9745869705631307,19.87,-0.2630661192854888,9900,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.800273829
1/7/2015,0,2,5,12,0.9745869705631307,11.61,0.11482435121545563,5670,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.5,0.800246753
1/7/2015,0,2,5,7,0.9745869705631307,25.9,0.016323745910821297,10170,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.800128721
1/7/2015,0,2,5,10,-0.07549961875831487,28.08,0.1573946593142603,10530,1.12022626737087,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.8
1/7/2015,0,2,5,5,-0.7810256229139316,21.98,-1.6921199372069156,9720,0.8965772252683996,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.0,0.700480831
1/7/2015,0,1,5,8,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.681060606
1/7/2015,0,1,5,6,0.9745869705631307,2.9,0.23783672500679165,1800,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,10.0,0.666515152
1/7/2015,0,2,5,11,0.9745869705631307,31.83,-1.1547618902213215,9900,0.8965772252683996,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.412119835
1/7/2015,0,1,5,5,-0.7810256229139316,4.15,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.330113636
1/8/2015,1,1,3,1,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.947689394
1/8/2015,1,1,3,4,0.9745869705631307,3.94,0.23783672500679165,12600,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,20.0,0.919905405
1/8/2015,1,2,3,9,0.9745869705631307,26.16,0.2809841774935212,10620,1.217300092474033,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.900215716
1/8/2015,1,1,3,9,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.891723485
1/8/2015,1,2,3,1,0.9745869705631307,26.16,0.23533724446269016,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.850502311
1/8/2015,1,2,3,4,0.9745869705631307,28.08,-0.22583755480508316,10530,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.850181818
1/8/2015,1,2,3,7,0.9745869705631307,25.9,-0.013622228455809033,10170,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850136766
1/8/2015,1,2,3,8,0.9745869705631307,25.9,-0.05922831592785491,10170,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850136766
1/8/2015,1,1,3,2,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.835757576
1/8/2015,1,1,3,5,-0.7810256229139316,4.15,0.23783672500679165,3840,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.821354167
1/8/2015,1,2,3,2,0.9745869705631307,28.08,-0.5765708535493483,10050,1.0834801753117647,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.800497246
1/8/2015,1,2,3,3,0.9745869705631307,19.87,-0.40691281677454944,9900,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,55.0,0.800273829
1/8/2015,1,2,3,12,0.9745869705631307,11.61,-1.2169850912804907,15120,1.0834801753117647,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,31.5,0.800107143
1/8/2015,1,2,3,6,0.9745869705631307,11.41,-1.7000352551506015,14640,0.9890839362127986,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,30.5,0.800024932
1/8/2015,1,2,3,10,-0.07549961875831487,28.08,0.016323745910821297,10530,1.12022626737087,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,58.5,0.8
1/8/2015,1,1,3,10,-0.07549961875831487,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.779791667
1/8/2015,1,1,3,8,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.735984848
1/8/2015,1,1,3,3,-0.07549961875831487,4.15,0.23783672500679165,2160,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,12.0,0.712626263
1/8/2015,1,1,3,7,0.9745869705631307,2.9,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.681060606
1/8/2015,1,1,3,11,0.9745869705631307,4.15,0.23783672500679165,900,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,5.0,0.515606061
1/8/2015,1,2,3,11,-2.0421094436074707,12.52,-2.2640767836193967,25920,0.8751323933214639,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,54.0,0.349951389
1/8/2015,1,2,3,5,-0.7810256229139316,42.41,-0.7212202434766796,10260,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,57.0,0.233705476
1/10/2015,1,1,1,1,0.9745869705631307,3.94,0.23783672500679165,2160,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.985
1/10/2015,1,1,1,3,-0.07549961875831487,4.15,0.23783672500679165,2760,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,12.0,0.930340376
1/10/2015,1,1,1,4,0.9745869705631307,3.94,0.23783672500679165,6000,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,20.0,0.911589744
1/10/2015,1,1,1,9,0.9745869705631307,3.94,0.23783672500679165,1440,-0.9783536961791398,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,8.0,0.858143939
1/10/2015,1,2,1,9,0.9745869705631307,26.16,0.1183994139412419,10620,1.1536979825685238,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,59.0,0.851174114
1/10/2015,1,2,1,7,0.9745869705631307,25.9,-0.16903443482138839,10170,1.0636757587456211,-0.1235604126430431,-0.12356041264304309,-0.3741657171882538,56.5,0.850136766
